City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
471,Telhara,21.0269,76.8389,55.04,46,2,3.56,IN,clear sky
472,Porto Novo,6.4965,2.6036,75.02,80,3,3.4,BJ,clear sky
473,Rock Hill,34.9249,-81.0251,51.75,77,0,4.61,US,clear sky
474,Suntar,62.1444,117.6319,-15.63,99,58,4.54,RU,broken clouds
475,Ouargaye,11.5033,0.0572,68.02,15,4,9.69,BF,clear sky
476,Sumy,50.9216,34.8003,11.14,95,100,4.94,UA,snow
477,Sharan,54.8167,54.0,-2.22,99,90,4.81,RU,overcast clouds
478,Ulaangom,49.9811,92.0667,-19.82,85,94,4.05,MN,overcast clouds
479,Farafangana,-22.8167,47.8333,72.59,75,29,1.72,MG,scattered clouds
480,Wodonga,-36.1167,146.8833,92.26,76,0,6.91,AU,clear sky
481,Ambunti,-4.2365,142.8448,88.52,65,100,0.89,PG,overcast clouds
482,La Rioja,42.25,-2.5,33.12,69,0,4.99,ES,clear sky
483,Hammonton,39.6365,-74.8024,33.51,63,72,6.02,US,broken clouds
484,Abha,18.2164,42.5053,49.82,93,0,0.0,SA,clear sky
485,Moerai,-22.4333,-151.3333,80.02,78,100,10.58,PF,light rain
486,Nantucket,41.2835,-70.0995,36.14,79,76,19.46,US,broken clouds
487,Airai,-8.9266,125.4092,73.06,59,100,5.19,TL,overcast clouds
488,San Cristobal,7.7669,-72.225,73.58,83,100,2.24,VE,overcast clouds
489,Yeppoon,-23.1333,150.7333,87.58,61,76,12.12,AU,broken clouds
490,Anderson,34.5334,-82.6499,52.43,81,0,5.75,US,clear sky
491,Cowra,-33.8333,148.6833,89.15,33,6,2.26,AU,clear sky
492,Oktyabrskoye,43.0645,44.7417,17.22,91,27,3.85,RU,scattered clouds
493,Pangkalanbuun,-2.6833,111.6167,79.95,83,100,3.29,ID,overcast clouds
494,Solnechnyy,50.7214,136.6319,2.19,92,59,2.48,RU,broken clouds
495,Kibungo,-2.1597,30.5427,65.32,92,90,2.42,RW,overcast clouds
496,Husavik,66.0449,-17.3389,30.11,90,99,18.28,IS,light snow
497,Simao,22.7886,100.9748,60.21,69,8,3.13,CN,clear sky
498,Lucknow,26.85,80.9167,46.38,93,100,3.44,IN,fog
499,Arona,28.0996,-16.681,57.74,60,0,10.36,ES,clear sky
500,Laguna,38.421,-121.4238,57.13,72,0,1.99,US,clear sky
501,Goderich,43.7501,-81.7165,16.92,85,100,10.36,CA,overcast clouds
502,Yar-Sale,66.8333,70.8333,12.25,94,100,17.56,RU,light snow
503,Skibbereen,51.55,-9.2667,42.6,86,30,2.39,IE,scattered clouds
504,Panguna,-6.3164,155.4848,80.89,71,95,2.24,PG,light rain
505,Reforma,18.1,-91.0167,72.41,85,0,9.1,MX,clear sky
506,Kaseda,31.4167,130.3167,54.63,70,66,13.42,JP,broken clouds
507,Acarau,-2.8856,-40.12,79.83,77,85,11.25,BR,overcast clouds
508,Kahului,20.8947,-156.47,84.22,60,20,13.8,US,few clouds
509,Hamilton,39.1834,-84.5333,23.11,68,0,3.0,US,clear sky
510,Bitung,1.4451,125.1824,90.45,70,31,4.47,ID,scattered clouds
511,Dubbo,-32.25,148.6167,84.33,54,40,12.66,AU,scattered clouds
512,Geilo,60.5333,8.2076,34.7,85,42,10.98,NO,scattered clouds
513,Yarmouth,41.7057,-70.2286,36.14,70,40,21.0,US,scattered clouds
514,Nyrob,60.733,56.7202,3.85,98,97,7.45,RU,overcast clouds
515,Otane,-39.8833,176.6333,80.38,51,93,4.45,NZ,overcast clouds
516,Hervey Bay,-25.2986,152.8535,82.51,68,100,1.61,AU,overcast clouds
517,Carnduff,49.1667,-101.8009,-5.4,83,83,8.32,CA,broken clouds
518,Leeton,-34.5667,146.4,89.89,48,75,11.5,AU,broken clouds
519,Aasiaat,68.7098,-52.8699,2.53,86,100,14.41,GL,overcast clouds
520,Rogova,44.4717,22.8067,22.93,65,4,5.73,RO,clear sky
521,Prince Albert,53.2001,-105.7677,13.95,79,100,18.41,CA,overcast clouds
522,Isla Vista,34.4133,-119.861,59.68,68,0,0.0,US,clear sky
523,Tokur,53.1333,132.9,-2.9,90,50,1.34,RU,scattered clouds
524,Todos Santos,23.45,-110.2167,69.01,57,100,1.83,MX,overcast clouds
525,Mahanoro,-19.9,48.8,73.0,83,100,4.76,MG,light rain
526,Pyshchug,58.8873,45.7134,5.59,98,100,3.13,RU,overcast clouds
527,Baykit,61.67,96.37,-19.66,100,88,1.12,RU,overcast clouds
528,San Policarpo,12.1791,125.5072,80.2,87,93,13.27,PH,light rain
529,Nago,26.5881,127.9761,69.87,64,14,8.43,JP,few clouds
530,Necochea,-38.5473,-58.7368,75.04,84,73,0.92,AR,broken clouds
531,Naryan-Mar,67.6713,53.087,14.49,96,85,10.92,RU,overcast clouds
532,Rio Gallegos,-51.6226,-69.2181,48.25,49,20,19.57,AR,few clouds
533,Saint-Jean-De-Maurienne,45.1667,6.5833,18.14,52,0,0.81,FR,clear sky
534,Qaqortoq,60.7167,-46.0333,27.1,85,100,9.78,GL,light snow
535,Luis Correia,-2.8792,-41.6669,84.2,79,75,11.5,BR,broken clouds
536,Tonekabon,36.8163,50.8738,44.55,70,59,4.52,IR,broken clouds
537,Palmer,42.1584,-72.3287,29.21,61,0,1.01,US,clear sky
538,Conakry,9.538,-13.6773,69.37,62,40,6.98,GN,scattered clouds
539,Impfondo,1.6381,18.0667,70.23,43,92,1.32,CG,overcast clouds
540,Chornobay,49.6708,32.3239,19.26,96,100,4.88,UA,light snow
541,Bhuban,20.8833,85.8333,67.03,69,48,1.92,IN,scattered clouds
542,Sao Felix Do Xingu,-6.6447,-51.995,70.86,98,100,1.95,BR,overcast clouds
543,Ahipara,-35.1667,173.1667,76.37,69,7,8.86,NZ,clear sky
544,George Town,5.4112,100.3354,82.33,81,20,3.44,MY,haze
545,Kendrapara,20.5042,86.416,66.61,75,0,3.09,IN,clear sky
546,Waitati,-45.75,170.5667,55.8,92,96,9.08,NZ,overcast clouds
547,Sao Filipe,14.8961,-24.4956,75.83,60,2,10.8,CV,clear sky
548,Damietta,31.4165,31.8133,49.89,72,14,15.95,EG,few clouds
549,Doha,25.2867,51.5333,58.98,82,0,2.3,QA,clear sky
550,Karakol,42.4907,78.3936,13.91,71,98,5.64,KG,overcast clouds
551,Saint Pete Beach,27.7253,-82.7412,56.25,84,100,1.99,US,light rain
552,Vero Beach,27.6386,-80.3973,66.2,88,100,1.01,US,overcast clouds
553,Pauini,-7.7136,-66.9764,74.26,98,100,1.19,BR,overcast clouds
554,Kargasok,59.0556,80.8572,-8.64,100,90,4.41,RU,overcast clouds
555,Roald,62.5833,6.1333,44.91,81,75,27.63,NO,light intensity drizzle
556,Kramat,-8.1311,113.4499,85.1,70,80,1.99,ID,broken clouds
557,Moyale,3.5167,39.0584,68.18,33,3,11.63,KE,clear sky
558,Palm Coast,29.585,-81.2078,52.09,74,100,1.01,US,moderate rain
559,Rawson,-43.3002,-65.1023,62.17,62,1,16.37,AR,clear sky
560,Cotonou,6.3654,2.4183,75.18,88,5,5.75,BJ,dust
561,Rio Grande,-32.035,-52.0986,77.95,89,67,10.04,BR,broken clouds
562,Villanueva,15.3167,-88.0,76.19,73,20,6.91,HN,few clouds
563,Zyryanovsk,49.7386,84.2719,-23.87,99,100,1.52,KZ,overcast clouds
564,Jacqueville,5.2052,-4.4146,75.11,77,1,1.52,CI,clear sky
565,Portland,45.5234,-122.6762,43.52,73,20,1.99,US,few clouds
566,Aykino,62.2248,49.9922,15.66,95,100,7.4,RU,light snow
567,Mayskiy,47.6931,40.1025,24.44,98,99,4.63,RU,overcast clouds
568,Banda Aceh,5.5577,95.3222,80.91,75,52,7.74,ID,broken clouds
569,Maniitsoq,65.4167,-52.9,18.55,92,100,15.82,GL,snow
570,Lompoc,34.6391,-120.4579,57.11,83,100,11.01,US,overcast clouds
571,Sorong,-0.8833,131.25,85.8,72,86,13.67,ID,overcast clouds
572,Waingapu,-9.6567,120.2641,86.31,65,79,15.52,ID,broken clouds
573,Walvis Bay,-22.9575,14.5053,67.08,88,7,10.36,NA,clear sky
574,Verkhnyachka,48.8285,30.0396,21.4,97,100,6.15,UA,overcast clouds
575,Dicabisagan,17.0818,122.4157,76.08,89,98,10.69,PH,overcast clouds
576,Chico,39.7285,-121.8375,62.49,57,0,5.73,US,clear sky
577,Pedernales,18.0384,-71.744,75.69,62,2,2.35,DO,clear sky
578,Umm Lajj,25.0213,37.2685,61.27,62,0,12.82,SA,clear sky
579,Antofagasta,-23.65,-70.4,65.48,77,5,4.21,CL,clear sky
580,Mangan,27.5167,88.5333,49.57,80,100,3.09,IN,overcast clouds
581,Abnub,27.2696,31.1511,41.22,48,0,5.17,EG,clear sky
582,Bikaner,28.0167,73.3,52.77,45,0,3.31,IN,clear sky
583,The Valley,18.217,-63.0578,77.09,73,45,18.68,AI,scattered clouds
584,Great Malvern,52.1116,-2.3252,39.74,93,34,3.94,GB,scattered clouds
585,Codrington,-38.2667,141.9667,94.03,28,74,4.85,AU,broken clouds
586,Jaisalmer,26.9147,70.9181,52.95,26,0,3.91,IN,clear sky
587,Yumen,40.2833,97.2,18.21,48,89,7.83,CN,overcast clouds
588,Harrismith,-28.2728,29.1295,57.7,90,71,3.83,ZA,broken clouds
589,Port Hardy,50.6996,-127.4199,39.76,100,75,4.61,CA,broken clouds
590,Djambala,-2.5447,14.7533,68.67,90,100,3.98,CG,overcast clouds
591,Ituiutaba,-18.9689,-49.465,72.82,84,97,3.15,BR,overcast clouds
592,Salalah,17.0151,54.0924,62.69,39,0,2.3,OM,clear sky
593,Lasa,46.6166,10.7002,44.06,65,0,6.2,IT,clear sky
594,Assiniboia,49.6334,-105.9845,19.31,86,99,17.27,CA,overcast clouds
595,Leningradskiy,69.3833,178.4167,-27.67,86,26,4.07,RU,scattered clouds
596,Sept-Iles,50.2001,-66.3821,5.05,84,75,3.44,CA,broken clouds
597,Dwarka,22.2394,68.9678,63.9,40,0,11.39,IN,clear sky
598,Suleya,55.1352,58.8792,1.02,91,53,3.49,RU,broken clouds
599,Karratha,-20.7377,116.8463,87.39,61,0,10.83,AU,clear sky
600,Phalombe,-15.8064,35.6507,66.2,96,100,3.53,MW,light rain
601,Waynesville,35.4887,-82.9887,42.1,84,95,3.0,US,overcast clouds
602,Casa Nova,-9.4167,-41.1333,73.38,62,94,7.9,BR,light rain
603,Cabo Rojo,18.0866,-67.1457,76.21,86,33,1.01,PR,scattered clouds
604,Jishou,28.3167,109.7167,36.12,100,100,2.3,CN,overcast clouds
605,Fort Madison,40.6298,-91.3151,6.33,78,2,9.01,US,clear sky
606,Anamur,36.0751,32.8369,42.82,84,100,3.58,TR,overcast clouds
607,Krasnoselkup,65.7,82.4667,-13.02,98,40,11.92,RU,scattered clouds
608,Christchurch,-43.5333,172.6333,72.48,66,75,3.0,NZ,broken clouds
609,Pavagada,14.1,77.2667,68.49,74,64,4.45,IN,broken clouds
610,Zhuanghe,39.7008,122.9911,26.44,46,31,6.69,CN,scattered clouds
611,Lakatoro,-16.0999,167.4164,86.94,66,73,6.53,VU,light rain
612,Acajutla,13.5928,-89.8275,76.8,80,0,5.48,SV,clear sky
613,Ca Mau,9.1769,105.15,83.35,61,8,9.06,VN,clear sky
614,Praxedis Guerrero,31.3667,-106.0167,57.56,34,11,2.51,MX,few clouds
615,Gamba,-2.65,10.0,74.19,90,98,3.24,GA,overcast clouds
616,Buala,-8.145,159.5921,82.72,76,95,5.97,SB,overcast clouds
617,Sabha,27.0377,14.4283,41.58,87,1,10.4,LY,clear sky
618,Dzaoudzi,-12.7887,45.2699,78.69,83,100,8.05,YT,overcast clouds
619,Kudahuvadhoo,2.6708,72.8944,79.66,67,95,11.03,MV,overcast clouds
620,Parkersburg,39.2667,-81.5615,24.78,66,0,0.0,US,clear sky
621,Bantry,51.6833,-9.45,42.28,87,77,1.14,IE,broken clouds
622,Tomohon,1.3346,124.8392,81.54,62,40,1.86,ID,scattered clouds
623,Chapais,49.7834,-74.8492,-29.42,99,98,5.21,CA,overcast clouds
624,Finnsnes,69.2296,17.9811,28.36,96,100,4.74,NO,light snow
625,Hazorasp,41.3194,61.0742,8.44,85,5,6.13,UZ,clear sky
626,Nurota,40.5614,65.6886,24.89,55,4,4.52,UZ,clear sky
627,Multan,30.1956,71.4753,44.49,87,0,0.0,PK,fog
628,Sambava,-14.2667,50.1667,75.13,86,99,9.08,MG,light rain
629,Tuatapere,-46.1333,167.6833,55.81,87,88,12.06,NZ,overcast clouds
630,Cardenas,23.0375,-81.2047,68.76,84,0,5.93,CU,light rain
631,Crateus,-5.1783,-40.6775,76.48,58,35,2.73,BR,scattered clouds
632,Brigantine,39.4101,-74.3646,35.02,64,0,10.36,US,clear sky
633,Rae Bareli,26.2167,81.2333,46.53,76,0,5.08,IN,clear sky
634,Belyy Yar,53.6039,91.3903,-9.51,84,40,2.24,RU,mist
635,Hays,30.0502,-98.0336,50.45,82,87,1.01,US,overcast clouds
636,Kem,64.9555,34.5793,11.93,92,6,9.6,RU,clear sky
637,Saint Anthony,45.0205,-93.218,-2.6,69,0,1.01,US,clear sky
638,Inhambane,-23.865,35.3833,78.49,89,91,11.21,MZ,overcast clouds
639,Yebaishou,41.3975,119.6408,18.82,43,71,6.8,CN,broken clouds
640,Rock Springs,41.5875,-109.2029,20.64,71,40,3.44,US,scattered clouds
641,Santa Catalina,9.3337,122.8637,82.62,78,100,5.79,PH,overcast clouds
642,Golub-Dobrzyn,53.1109,19.0538,36.39,81,100,8.86,PL,overcast clouds
643,Springfield,37.2153,-93.2982,25.52,45,0,5.01,US,clear sky
644,Talara,-4.5772,-81.2719,71.26,87,100,6.24,PE,overcast clouds
645,Bondoukou,8.0333,-2.8,71.85,17,2,5.82,CI,clear sky
646,Port Arthur,38.8,121.2667,26.82,60,93,15.08,CN,overcast clouds
647,Bay Roberts,47.5999,-53.2648,28.33,87,100,5.91,CA,overcast clouds
648,Bud,39.447,-86.1758,19.49,67,1,9.24,US,clear sky
649,Kununurra,-15.7667,128.7333,82.38,83,100,13.8,AU,overcast clouds
650,Kambam,5.2505,96.8629,78.46,80,99,4.12,ID,overcast clouds
651,High Rock,26.6208,-78.2833,69.87,60,100,6.98,BS,overcast clouds
652,Plettenberg Bay,-34.0527,23.3716,67.03,95,98,4.25,ZA,overcast clouds
653,Dutse,11.7594,9.3392,57.43,22,4,8.46,NG,clear sky
654,Sioux Lookout,50.1001,-91.917,-16.22,76,0,3.44,CA,clear sky
655,Altea,38.5989,-0.0514,52.3,71,60,11.9,ES,broken clouds
656,Oussouye,12.485,-16.5469,78.21,15,100,6.98,SN,overcast clouds
657,Flinders,-34.5833,150.8552,79.88,71,100,7.83,AU,overcast clouds
658,Tessalit,20.1986,1.0114,61.05,18,100,10.45,ML,overcast clouds
659,Vila,42.0304,-8.1588,38.32,82,1,4.59,PT,clear sky
660,Nicoya,10.1483,-85.452,76.55,85,1,0.83,CR,clear sky
661,Latung,5.5,120.8833,81.39,79,99,7.25,PH,overcast clouds
662,Tomatlan,19.9333,-105.25,68.59,82,51,0.89,MX,broken clouds
663,Sardinata,8.0829,-72.8007,80.28,94,100,4.16,CO,overcast clouds
664,Tanabe,33.7333,135.3667,56.41,47,20,18.41,JP,few clouds
665,Fundao,-19.9341,-40.4047,74.73,97,65,1.52,BR,broken clouds
666,Kenora,49.8167,-94.4337,-14.82,76,0,8.05,CA,clear sky
667,Tabou,4.423,-7.3528,77.54,84,2,4.41,CI,clear sky
668,Alfonsine,44.5061,12.0564,38.98,93,0,5.03,IT,clear sky
669,Manavgat,36.7867,31.4431,36.01,76,100,6.51,TR,overcast clouds
670,Masinigudi,11.5667,76.6667,63.27,85,35,2.33,IN,scattered clouds
671,Galle,6.0367,80.217,73.47,81,94,3.56,LK,overcast clouds
672,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.54,77,45,9.08,BR,scattered clouds
673,Rurrenabaque,-14.4413,-67.5278,76.53,80,100,1.7,BO,overcast clouds
674,Najran,17.4924,44.1277,50.65,38,60,0.63,SA,broken clouds
675,Neubrandenburg,53.5667,13.2667,40.89,92,100,11.65,DE,overcast clouds
676,Cartagena,10.3997,-75.5144,78.42,83,0,8.05,CO,clear sky
677,Digha,21.6833,87.55,68.86,73,1,3.74,IN,clear sky
678,Paka,4.6374,103.4368,78.73,89,40,1.14,MY,scattered clouds
679,Torres,-29.3353,-49.7269,79.83,92,27,9.66,BR,scattered clouds
680,Luba,3.4568,8.5547,71.49,80,97,6.02,GQ,overcast clouds
681,Black Diamond,47.3087,-122.0032,38.21,91,81,1.01,US,broken clouds
682,Bontang,0.1333,117.5,83.34,71,99,1.61,ID,overcast clouds
683,Kassala,15.451,36.4,66.51,83,7,9.78,SD,clear sky
684,Mabama,-5.1333,32.5333,64.81,94,100,0.98,TZ,overcast clouds
685,Bagdarin,54.4333,113.6,-6.07,88,69,2.33,RU,broken clouds
686,Matane,48.8286,-67.522,10.15,98,96,4.54,CA,overcast clouds
687,Shumskiy,54.8318,99.1328,10.18,92,99,1.99,RU,overcast clouds
688,Kamenka,51.3223,42.7678,3.45,99,94,5.28,RU,overcast clouds
689,College,64.8569,-147.8028,17.92,73,40,5.75,US,scattered clouds
690,Dawlatabad,36.4141,64.9053,37.6,48,0,2.04,AF,clear sky
691,Kochevo,59.5994,54.3125,2.66,96,99,5.48,RU,overcast clouds
692,Takoradi,4.8845,-1.7554,76.78,86,5,2.71,GH,clear sky
693,Ziro,27.6333,93.8333,36.34,88,99,2.06,IN,overcast clouds
694,Hami,42.8,93.45,21.78,49,6,3.94,CN,clear sky
695,Kindu,-2.95,25.95,68.49,99,99,2.44,CD,overcast clouds
696,Haines Junction,60.7522,-137.5108,24.75,63,62,1.14,CA,broken clouds
697,Madison Heights,42.4859,-83.1052,19.83,74,100,3.0,US,overcast clouds
698,Dzhebariki-Khaya,62.2167,135.8,-23.67,96,100,2.66,RU,overcast clouds
699,Batetskiy,58.6461,30.3027,5.76,100,81,2.55,RU,broken clouds
700,Letlhakane,-21.4167,25.5833,70.18,72,81,10.96,BW,broken clouds
701,Berga,60.392,5.328,46.65,93,75,17.27,NO,moderate rain
702,Coihaique,-45.5752,-72.0662,57.15,62,0,0.0,CL,clear sky
703,Stokmarknes,68.5646,14.9108,32.49,89,100,8.14,NO,light snow
704,Limbazi,57.5129,24.7194,25.03,97,40,2.48,LV,scattered clouds
705,Kaduna,10.5222,7.4383,62.55,20,10,12.77,NG,clear sky
706,Nision,40.6369,22.3878,33.37,42,8,1.1,GR,clear sky
707,La Cruz,23.9167,-106.9,61.65,63,95,4.63,MX,overcast clouds
